ID_protein	gene	gene_name	PE	SV
tr|H2XQ48|H2XQ48_CIOIN	DDHD domain-containing protein		PE=4	SV=1
tr|H2XQ49|H2XQ49_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ50|H2XQ50_CIOIN	Protein kinase domain-containing protein		PE=4	SV=1
tr|H2XQ51|H2XQ51_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ52|H2XQ52_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|H2XQ53|H2XQ53_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ54|H2XQ54_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ55|H2XQ55_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ57|H2XQ57_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ58|H2XQ58_CIOIN	Tubulin polyglutamylase TTLL11-like	LOC104266305	PE=4	SV=1
tr|H2XQ59|H2XQ59_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ60|H2XQ60_CIOIN	Coiled-coil domain-containing protein 105	LOC100184464	PE=4	SV=1
tr|H2XQ61|H2XQ61_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ62|H2XQ62_CIOIN	Secreted protein		PE=4	SV=1
tr|H2XQ63|H2XQ63_CIOIN	DTHCT domain-containing protein		PE=4	SV=1
tr|H2XQ64|H2XQ64_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ65|H2XQ65_CIOIN	VWFA domain-containing protein		PE=4	SV=1
tr|H2XQ66|H2XQ66_CIOIN	Golgin subfamily A member 7	LOC100177849	PE=4	SV=1
tr|H2XQ67|H2XQ67_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ68|H2XQ68_CIOIN	Formin GTPase-binding domain-containing protein		PE=4	SV=1
tr|H2XQ69|H2XQ69_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ70|H2XQ70_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ71|H2XQ71_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=4	SV=1
tr|H2XQ73|H2XQ73_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ74|H2XQ74_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|H2XQ75|H2XQ75_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ76|H2XQ76_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ77|H2XQ77_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ78|H2XQ78_CIOIN	TNF receptor-associated factor 3-like	LOC100178442	PE=4	SV=1
tr|H2XQ79|H2XQ79_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ80|H2XQ80_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ81|H2XQ81_CIOIN	PIN domain-containing protein		PE=3	SV=1
tr|H2XQ82|H2XQ82_CIOIN	Myosin tail domain-containing protein		PE=4	SV=1
tr|H2XQ83|H2XQ83_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ84|H2XQ84_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ85|H2XQ85_CIOIN	ZP domain-containing protein		PE=4	SV=1
tr|H2XQ86|H2XQ86_CIOIN	CRAL-TRIO domain-containing protein		PE=4	SV=1
tr|H2XQ87|H2XQ87_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ88|H2XQ88_CIOIN	Fibrinogen C-terminal domain-containing protein		PE=4	SV=1
tr|H2XQ89|H2XQ89_CIOIN	Ion transport domain-containing protein		PE=4	SV=1
tr|H2XQ90|H2XQ90_CIOIN	ARID domain-containing protein		PE=4	SV=1
tr|H2XQ91|H2XQ91_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ92|H2XQ92_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ93|H2XQ93_CIOIN	EGF-like domain-containing protein		PE=4	SV=1
tr|H2XQ94|H2XQ94_CIOIN	Cilia- and flagella-associated protein 97	LOC100183571	PE=3	SV=1
tr|H2XQ95|H2XQ95_CIOIN	MHD2 domain-containing protein		PE=4	SV=1
tr|H2XQ96|H2XQ96_CIOIN	Methyltransferase type 11 domain-containing protein		PE=4	SV=1
tr|H2XQ97|H2XQ97_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ98|H2XQ98_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ99|H2XQ99_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQA0|H2XQA0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQA1|H2XQA1_CIOIN	Uncharacterized LOC100184202	LOC100184202	PE=4	SV=1
tr|H2XQA2|H2XQA2_CIOIN	Uncharacterized LOC100179566	LOC100179566	PE=4	SV=1
tr|H2XQA3|H2XQA3_CIOIN	DUF4062 domain-containing protein		PE=4	SV=1
tr|H2XQA4|H2XQA4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQA5|H2XQA5_CIOIN	Uncharacterized LOC100186007	LOC100186007	PE=4	SV=1
tr|H2XQA6|H2XQA6_CIOIN	UPF0598 protein CG30010	LOC100175950	PE=3	SV=1
tr|H2XQA7|H2XQA7_CIOIN	Dynein heavy chain C-terminal domain-containing protein		PE=4	SV=1
tr|H2XQA8|H2XQA8_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|H2XQA9|H2XQA9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQB1|H2XQB1_CIOIN	Glycosyltransferase family 92 protein		PE=4	SV=1
tr|H2XQB2|H2XQB2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQB3|H2XQB3_CIOIN	Constitutive coactivator of peroxisome proliferator-activated receptor gamma		PE=3	SV=1
tr|H2XQB5|H2XQB5_CIOIN	CBF1-interacting co-repressor CIR N-terminal domain-containing protein		PE=4	SV=1
tr|H2XQB6|H2XQB6_CIOIN	Protein kinase domain-containing protein		PE=4	SV=1
tr|H2XQB7|H2XQB7_CIOIN	PHD-type domain-containing protein		PE=4	SV=1
tr|H2XQB8|H2XQB8_CIOIN	DUF5641 domain-containing protein		PE=4	SV=1
tr|H2XQB9|H2XQB9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQC2|H2XQC2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQC3|H2XQC3_CIOIN	DNA polymerase beta thumb domain-containing protein		PE=4	SV=1
tr|H2XQC5|H2XQC5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQC6|H2XQC6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQC7|H2XQC7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQC8|H2XQC8_CIOIN	Secreted protein		PE=4	SV=1
tr|H2XQC9|H2XQC9_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=3	SV=1
tr|H2XQD0|H2XQD0_CIOIN	Myosin tail domain-containing protein		PE=4	SV=1
tr|H2XQD1|H2XQD1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQD2|H2XQD2_CIOIN	CRAL-TRIO domain-containing protein		PE=4	SV=1
tr|H2XQD3|H2XQD3_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|H2XQD4|H2XQD4_CIOIN	Magnesium transporter NIPA2		PE=3	SV=1
tr|H2XQD6|H2XQD6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQD7|H2XQD7_CIOIN	Histone deacetylase complex subunit SAP18-like	LOC104266248	PE=3	SV=1
tr|H2XQD9|H2XQD9_CIOIN	glutathione transferase		PE=3	SV=1
tr|H2XQE0|H2XQE0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQE1|H2XQE1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQE3|H2XQE3_CIOIN	ShKT domain-containing protein		PE=4	SV=1
tr|H2XQE5|H2XQE5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQE6|H2XQE6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQE7|H2XQE7_CIOIN	6-phosphogluconate dehydrogenase NADP-binding domain-containing protein		PE=4	SV=1
tr|H2XQE8|H2XQE8_CIOIN	Ovule protein		PE=4	SV=1
tr|H2XQF0|H2XQF0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQF2|H2XQF2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQF3|H2XQF3_CIOIN	Tetratricopeptide repeat protein		PE=4	SV=1
tr|H2XQF4|H2XQF4_CIOIN	ZP domain-containing protein		PE=4	SV=1
tr|H2XQF5|H2XQF5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQF6|H2XQF6_CIOIN	Uncharacterized LOC100186026	LOC100186026	PE=4	SV=1
tr|H2XQF7|H2XQF7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQF8|H2XQF8_CIOIN	USP domain-containing protein		PE=4	SV=1
tr|H2XQF9|H2XQF9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQG0|H2XQG0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQG1|H2XQG1_CIOIN	HAP1 N-terminal domain-containing protein		PE=4	SV=1
tr|H2XQG2|H2XQG2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQG3|H2XQG3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQG4|H2XQG4_CIOIN	Peptidase S1 domain-containing protein		PE=4	SV=1
tr|H2XQG5|H2XQG5_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|H2XQG6|H2XQG6_CIOIN	Cytochrome P450		PE=3	SV=1
tr|H2XQG7|H2XQG7_CIOIN	VOC domain-containing protein		PE=3	SV=1
tr|H2XQG8|H2XQG8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQG9|H2XQG9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQH1|H2XQH1_CIOIN	THAP-type domain-containing protein		PE=4	SV=1
tr|H2XQH2|H2XQH2_CIOIN	PARP catalytic domain-containing protein		PE=3	SV=1
tr|H2XQH3|H2XQH3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQH4|H2XQH4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQH5|H2XQH5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQH6|H2XQH6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQH7|H2XQH7_CIOIN	RRM domain-containing protein		PE=4	SV=1
tr|H2XQH8|H2XQH8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQH9|H2XQH9_CIOIN	Protein yippee-like		PE=4	SV=1
tr|H2XQI1|H2XQI1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQI2|H2XQI2_CIOIN	Fibronectin type-III domain-containing protein		PE=4	SV=1
tr|H2XQI4|H2XQI4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQI6|H2XQI6_CIOIN	C-type lectin domain-containing protein		PE=4	SV=1
tr|H2XQI7|H2XQI7_CIOIN	Plastocyanin-like domain-containing protein		PE=3	SV=1
tr|H2XQI8|H2XQI8_CIOIN	Synaptojanin-1/2 RNA recognition motif domain-containing protein		PE=4	SV=1
tr|H2XQI9|H2XQI9_CIOIN	Dynein heavy chain tail domain-containing protein		PE=4	SV=1
tr|H2XQJ0|H2XQJ0_CIOIN	Dedicator of cytokinesis C/D N-terminal domain-containing protein		PE=4	SV=1
tr|H2XQJ1|H2XQJ1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQJ2|H2XQJ2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQJ3|H2XQJ3_CIOIN	Uncharacterized LOC100187406	LOC100187406	PE=4	SV=1
tr|H2XQJ4|H2XQJ4_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|H2XQJ5|H2XQJ5_CIOIN	Zinc finger protein		PE=4	SV=1
tr|H2XQJ6|H2XQJ6_CIOIN	G-protein coupled receptors family 2 profile 2 domain-containing protein		PE=4	SV=1
tr|H2XQJ7|H2XQJ7_CIOIN	SAM domain-containing protein		PE=3	SV=1
tr|H2XQJ9|H2XQJ9_CIOIN	Protein kinase domain-containing protein		PE=4	SV=1
tr|H2XQK0|H2XQK0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQK1|H2XQK1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQK2|H2XQK2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQK3|H2XQK3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQK4|H2XQK4_CIOIN	PLAT domain-containing protein		PE=4	SV=1
tr|H2XQK6|H2XQK6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQK7|H2XQK7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQK8|H2XQK8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQL1|H2XQL1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQL2|H2XQL2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQL3|H2XQL3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQL5|H2XQL5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQL6|H2XQL6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQL7|H2XQL7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQL8|H2XQL8_CIOIN	ubiquitinyl hydrolase 1		PE=4	SV=1
tr|H2XQL9|H2XQL9_CIOIN	Protein phosphatase 1 regulatory subunit 15A/B C-terminal domain-containing protein		PE=3	SV=1
tr|H2XQM0|H2XQM0_CIOIN	Hexosyltransferase		PE=3	SV=1
tr|H2XQM1|H2XQM1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQM2|H2XQM2_CIOIN	aminoacyl-tRNA hydrolase	LOC100183646	PE=4	SV=1
tr|H2XQM3|H2XQM3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQM4|H2XQM4_CIOIN	ZP domain-containing protein		PE=4	SV=1
tr|H2XQM5|H2XQM5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQM6|H2XQM6_CIOIN	PH domain-containing protein		PE=4	SV=1
tr|H2XQM7|H2XQM7_CIOIN	Uncharacterized LOC100178497	LOC100178497	PE=4	SV=1
tr|H2XQM8|H2XQM8_CIOIN	DUF4515 domain-containing protein		PE=4	SV=1
tr|H2XQM9|H2XQM9_CIOIN	Uncharacterized protein	LOC100183742	PE=4	SV=1
tr|H2XQN0|H2XQN0_CIOIN	Saposin B-type domain-containing protein		PE=4	SV=1
tr|H2XQN1|H2XQN1_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|H2XQN2|H2XQN2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQN3|H2XQN3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQN4|H2XQN4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQN5|H2XQN5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQN6|H2XQN6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQN7|H2XQN7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQN9|H2XQN9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQP1|H2XQP1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQP3|H2XQP3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQP4|H2XQP4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQP5|H2XQP5_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|H2XQP6|H2XQP6_CIOIN	HAT C-terminal dimerisation domain-containing protein		PE=4	SV=1
tr|H2XQP7|H2XQP7_CIOIN	Uncharacterized LOC113474362	LOC113474362	PE=4	SV=1
tr|H2XQP8|H2XQP8_CIOIN	ENT domain-containing protein		PE=4	SV=1
tr|H2XQQ1|H2XQQ1_CIOIN	ZP domain-containing protein		PE=4	SV=1
tr|H2XQQ2|H2XQQ2_CIOIN	AAA+ ATPase domain-containing protein		PE=3	SV=1
tr|H2XQQ3|H2XQQ3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQQ4|H2XQQ4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQQ5|H2XQQ5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQQ6|H2XQQ6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQQ7|H2XQQ7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQQ8|H2XQQ8_CIOIN	Hexosyltransferase		PE=3	SV=1
tr|H2XQQ9|H2XQQ9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQR0|H2XQR0_CIOIN	CUB domain-containing protein		PE=4	SV=1
tr|H2XQR1|H2XQR1_CIOIN	Sedoheptulokinase	LOC100185375	PE=3	SV=1
tr|H2XQR2|H2XQR2_CIOIN	Transgelin		PE=3	SV=1
tr|H2XQR4|H2XQR4_CIOIN	RING-type domain-containing protein		PE=4	SV=1
tr|H2XQR5|H2XQR5_CIOIN	Uncharacterized LOC100180137	LOC100180137	PE=4	SV=1
tr|H2XQR6|H2XQR6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQR8|H2XQR8_CIOIN	SAM domain-containing protein		PE=4	SV=1
tr|H2XQS0|H2XQS0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQS1|H2XQS1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQS2|H2XQS2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQS3|H2XQS3_CIOIN	Ovule protein		PE=4	SV=1
tr|H2XQS4|H2XQS4_CIOIN	EGF-like domain-containing protein		PE=4	SV=1
tr|H2XQS7|H2XQS7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQS8|H2XQS8_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|H2XQS9|H2XQS9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQT0|H2XQT0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQT1|H2XQT1_CIOIN	Anaphase-promoting complex subunit 15		PE=3	SV=1
tr|H2XQT3|H2XQT3_CIOIN	Pseudouridine 5'-phosphatase		PE=4	SV=1
tr|H2XQT4|H2XQT4_CIOIN	Protein-tyrosine-phosphatase		PE=3	SV=1
tr|H2XQT5|H2XQT5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQT7|H2XQT7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQT8|H2XQT8_CIOIN	Cysteine-rich secretory protein LCCL domain-containing 2-like	LOC101242525	PE=4	SV=1
tr|H2XQT9|H2XQT9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQU0|H2XQU0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQU1|H2XQU1_CIOIN	C-type lectin domain-containing protein		PE=4	SV=1
tr|H2XQU2|H2XQU2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQU3|H2XQU3_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|H2XQU4|H2XQU4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQU5|H2XQU5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQU6|H2XQU6_CIOIN	Serine/threonine-protein phosphatase CPPED1		PE=3	SV=1
tr|H2XQU7|H2XQU7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQU8|H2XQU8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQU9|H2XQU9_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|H2XQV1|H2XQV1_CIOIN	VWFC domain-containing protein		PE=4	SV=1
tr|H2XQV2|H2XQV2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQV3|H2XQV3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQV4|H2XQV4_CIOIN	ribonuclease H		PE=3	SV=1
tr|H2XQV5|H2XQV5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQV6|H2XQV6_CIOIN	Cadherin domain-containing protein		PE=4	SV=1
tr|H2XQV8|H2XQV8_CIOIN	DZANK-type domain-containing protein		PE=4	SV=1
tr|H2XQV9|H2XQV9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQW0|H2XQW0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQW1|H2XQW1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQW2|H2XQW2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQW3|H2XQW3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQW4|H2XQW4_CIOIN	Fibronectin type-III domain-containing protein		PE=4	SV=1
tr|H2XQW5|H2XQW5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQW6|H2XQW6_CIOIN	Solute carrier family 35 member G1-like	LOC100187116	PE=4	SV=1
tr|H2XQW7|H2XQW7_CIOIN	Ovule protein		PE=4	SV=1
tr|H2XQW8|H2XQW8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQW9|H2XQW9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQX0|H2XQX0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQX2|H2XQX2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQX3|H2XQX3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQX4|H2XQX4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQX7|H2XQX7_CIOIN	LytTR family transcriptional regulator		PE=4	SV=1
tr|H2XQX9|H2XQX9_CIOIN	PH domain-containing protein		PE=4	SV=1
tr|H2XQY0|H2XQY0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQY1|H2XQY1_CIOIN	Carboxylic ester hydrolase		PE=3	SV=1
tr|H2XQY2|H2XQY2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQY3|H2XQY3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQY4|H2XQY4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQY5|H2XQY5_CIOIN	HAT C-terminal dimerisation domain-containing protein		PE=4	SV=1
tr|H2XQY6|H2XQY6_CIOIN	LRRNT domain-containing protein		PE=4	SV=1
tr|H2XQY7|H2XQY7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQY8|H2XQY8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQY9|H2XQY9_CIOIN	Peripheral myelin protein 22-like	LOC100176521	PE=4	SV=1
tr|H2XQZ0|H2XQZ0_CIOIN	Uracil-DNA glycosylase-like domain-containing protein		PE=3	SV=1
tr|H2XQZ1|H2XQZ1_CIOIN	Syntaxin N-terminal domain-containing protein		PE=4	SV=1
tr|H2XQZ2|H2XQZ2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQZ3|H2XQZ3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQZ4|H2XQZ4_CIOIN	Chromo domain-containing protein		PE=4	SV=1
tr|H2XQZ5|H2XQZ5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQZ6|H2XQZ6_CIOIN	Uncharacterized LOC100180524	LOC100180524	PE=4	SV=1
tr|H2XQZ7|H2XQZ7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQZ8|H2XQZ8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQZ9|H2XQZ9_CIOIN	Fibrocystin-L		PE=4	SV=1
tr|H2XR00|H2XR00_CIOIN	ATP synthase F0 subunit 8		PE=4	SV=1
tr|H2XR01|H2XR01_CIOIN	Transcription factor protein		PE=4	SV=1
tr|H2XR02|H2XR02_CIOIN	RecQ mediated genome instability protein 1-like N-terminal helical domain-containing protein		PE=4	SV=1
tr|H2XR03|H2XR03_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR05|H2XR05_CIOIN	ShKT domain-containing protein		PE=4	SV=1
tr|H2XR07|H2XR07_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR09|H2XR09_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR10|H2XR10_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR12|H2XR12_CIOIN	GP-PDE domain-containing protein		PE=3	SV=1
tr|H2XR14|H2XR14_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR15|H2XR15_CIOIN	Protein amnionless		PE=4	SV=1
tr|H2XR16|H2XR16_CIOIN	F-box domain-containing protein		PE=4	SV=1
tr|H2XR17|H2XR17_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|H2XR18|H2XR18_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR19|H2XR19_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR20|H2XR20_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR21|H2XR21_CIOIN	EF-hand domain-containing protein		PE=4	SV=1
tr|H2XR22|H2XR22_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR23|H2XR23_CIOIN	Calcium-binding protein LPS1-beta-like	LOC100177996	PE=4	SV=1
tr|H2XR24|H2XR24_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR25|H2XR25_CIOIN	Pentraxin		PE=4	SV=1
tr|H2XR26|H2XR26_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR27|H2XR27_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR28|H2XR28_CIOIN	RRM domain-containing protein		PE=4	SV=1
tr|H2XR29|H2XR29_CIOIN	Uncharacterized LOC100179119	LOC100179119	PE=4	SV=1
tr|H2XR30|H2XR30_CIOIN	Breast cancer anti-estrogen resistance protein 3-like	LOC100182146	PE=4	SV=1
tr|H2XR31|H2XR31_CIOIN	Protein PTHB1-like	LOC100181654	PE=4	SV=1
tr|H2XR32|H2XR32_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|H2XR33|H2XR33_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR34|H2XR34_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|H2XR35|H2XR35_CIOIN	Secreted protein		PE=4	SV=1
tr|H2XR36|H2XR36_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR37|H2XR37_CIOIN	Breast cancer anti-estrogen resistance protein 3-like	LOC100182146	PE=4	SV=1
tr|H2XR38|H2XR38_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR39|H2XR39_CIOIN	Ficolin-2-like	LOC100182094	PE=4	SV=1
tr|H2XR41|H2XR41_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR43|H2XR43_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR44|H2XR44_CIOIN	Lipase		PE=3	SV=1
tr|H2XR46|H2XR46_CIOIN	Androglobin		PE=4	SV=1
tr|H2XR47|H2XR47_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XR48|H2XR48_CIOIN	Uncharacterized LOC101242801	LOC101242801	PE=4	SV=1
